,winDiff,pk,coverage,purity,recall,precision,episode,season
affinity,0.111,0.059,0.961,0.971,0.965,0.975,7,2
affinity,0.521,0.408,0.961,0.971,0.154,0.114,7,2
affinity,0.202,0.001,0.621,0.887,0.098,0.097,7,2
affinity,0.095,0.052,0.961,0.971,0.968,0.978,7,2
affinity,0.448,0.365,0.961,0.971,0.269,0.2,7,2
KMeans,2.082,0.057,0.831,0.847,0.225,0.228,8,2
KMeans,0.106,0.059,0.968,0.967,0.97,0.969,8,2
KMeans,0.341,0.286,0.968,0.967,0.091,0.095,8,2
KMeans,2.119,0.049,0.912,0.88,0.054,0.049,8,2
KMeans,0.082,0.051,0.973,0.967,0.977,0.97,8,2
KMeans,0.269,0.212,0.973,0.967,0.136,0.167,8,2
KMeans,1.469,0.059,0.826,0.837,0.322,0.313,8,2
KMeans,0.1,0.053,0.968,0.967,0.973,0.972,8,2
KMeans,0.378,0.301,0.968,0.967,0.182,0.19,8,2
specteral,2.555,0.052,0.843,0.832,0.292,0.279,8,2
specteral,0.094,0.051,0.967,0.967,0.973,0.973,8,2
specteral,0.418,0.326,0.967,0.967,0.227,0.227,8,2
specteral,2.388,0.054,0.818,0.858,0.164,0.183,8,2
specteral,0.106,0.059,0.965,0.967,0.969,0.97,8,2
specteral,0.424,0.352,0.965,0.967,0.136,0.13,8,2
specteral,2.603,0.059,0.796,0.8,0.129,0.129,8,2
specteral,0.106,0.056,0.968,0.967,0.972,0.97,8,2
specteral,0.443,0.355,0.968,0.967,0.136,0.143,8,2
affinity,4.331,0.116,0.782,0.717,0.043,0.02,8,2
affinity,0.109,0.057,0.973,0.967,0.973,0.967,8,2
affinity,0.502,0.442,0.973,0.967,0.045,0.056,8,2
affinity,0.341,0.02,0.773,0.847,0.05,0.085,8,2
affinity,0.109,0.061,0.964,0.967,0.967,0.97,8,2
affinity,0.378,0.32,0.964,0.967,0.136,0.125,8,2
affinity,0.578,0.008,0.781,0.855,0.309,0.317,8,2
affinity,0.118,0.064,0.964,0.967,0.966,0.969,8,2
affinity,0.399,0.342,0.964,0.967,0.091,0.083,8,2
